PERIOD,UNIT_ID,UNIT_NAME,UNIT_TYPE,AREA_CODE,AREA_NAME,REG_CODE,REG_NAME,TOPIC_REASON_1,TOPIC_REASON_2,TOPIC_RESULT,SERVICE,BRAND,APP_ID,JML
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Kartu,I51-Informasi syarat dan ketentuan,I,skunk,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,MUTASI,Card Profile,I51-Informasi PUK,I,kartu As,DSC,20
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,MUTASI,Voluntary Block,I57-Informasi Mengenai Penipuan Undian Berhadiah,I,KartuHalo,DSC,3
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,TAGIHAN & PEMBAYARAN,Tagihan Pelanggan,I42-Informasi tagihan outstanding & batas akhir pembayaran,I,KartuHalo,DSC,19
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,TAGIHAN & PEMBAYARAN,Pemblokiran karena tagihan,I43-Informasi syarat, ketentuan & solusi SMS notif block,I,KartuHalo,DSC,6
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi spesifikasi produk (tarif & benefit),I,skunk,DSC,5
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi ketentuan data yang dibutuhkan untuk pembelian produk,I,KartuHalo,DSC,3
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Transfer Pulsa/Kuota,I25-Informasi syarat & ketentuan produk,I,skunk,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,CAMPAIGN & LOYALTY,Campaign Produk,I61-Informasi mengenai campaign produk/Program,I,KartuHalo,DSC,3
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,CAMPAIGN & LOYALTY,Campaign Produk,I61-Informasi mengenai campaign produk/Program,I,simPATI,DSC,4
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,CAMPAIGN & LOYALTY,Redeem POIN,I64-Informasi cara & channel pengecekan POIN,I,simPATI,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,CAMPAIGN & LOYALTY,Redeem POIN,I64-Cek Status Penukaran Poin,I,simPATI,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,REGISTRASI & REAKTIVASI,Prepaid Registration,I13-Informasi cara registrasi Prabayar,I,simPATI,DSC,14
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Kartu,K51-Belum menerima kartu ganti,K,simPATI,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Kartu,K51-Gagal ulpload Kelengkapan Dokumen,K,kartu As,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,MUTASI,Voluntary Block,K57-Pengaduan SMS Penipuan / Spam / Virus / Promosi,K,simPATI,DSC,18
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,MUTASI,Voluntary Block,K57-Gagal open Blokir hilang,K,simPATI,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,MUTASI,Voluntary Block,K57-Pengaduan Penipuan/fraud mbanking,K,KartuHalo,DSC,2
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,TAGIHAN & PEMBAYARAN,Tagihan Pelanggan,K42-Ketidaksesuaian info tagihan,K,KartuHalo,DSC,2
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,TAGIHAN & PEMBAYARAN,Masa Aktif Prepaid,K41-SMS notif tenggang tidak sesuai,K,simPATI,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,LAYANAN JARINGAN,Use Service,K31-Internet - Tiba-tiba terputus, Signal tidak stabil/lemah,K,kartu As,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,LAYANAN JARINGAN,Use Service,K31-Tidak ada sinyal (tidak ada coverage),K,simPATI,DSC,11
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,LAYANAN JARINGAN,Use Service,K31-Internet - Tidak bisa internet sama sekali, Signal tidak stabil/lemah,K,KartuHalo,DSC,12
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,LAYANAN JARINGAN,Use Service,K31-Internet - Lambat/lemot/nge-lag, Signal full,K,skunk,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,LAYANAN JARINGAN,Use Service,K31-SMS - Tidak bisa terima,K,skunk,DSC,3
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,LAYANAN JARINGAN,Use Service,K31-Call - Tidak bisa melakukan call,K,kartu As,DSC,24
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,LAYANAN JARINGAN,Use Service,K31-Call - Tidak bisa terima call,K,kartu As,DSC,20
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,LAYANAN JARINGAN,Use Service,K31-SMS - Tidak bisa terima OTP,K,KartuHalo,DSC,5
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,LAYANAN JARINGAN,Use Service,K31-Call ROAMING - Tidak bisa melakukan call,K,KartuHalo,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,LAYANAN JARINGAN,Use Service,K31-Internet ROAMING - Tidak bisa internet sama sekali, Signal full,K,KartuHalo,DSC,2
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Gagal/error saat pembelian produk,K,kartu As,DSC,11
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Ketidaksesuaian tarif layanan,K,KartuHalo,DSC,2
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Pulsa/kuota tiba-tiba berkurang/habis,K,KartuHalo,DSC,3
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Pembelian berhasil namun produk yang diterima tidak sesuai,K,simPATI,DSC,2
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Gagal/error saat melakukan pembayaran,K,skunk,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Ketidaksesuaian consume bonus/kuota,K,kartu As,DSC,3
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Gagal/Error saat login dengan email,K,kartu As,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Gagal/Error saat login dengan magic link,K,simPATI,DSC,3
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Tidak menemukan info cara, syarat, ketentuan, spesifikasi & channel aktivasi produk,K,kartu As,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,K21-Pembayaran terpotong lebih dari 1x,K,KartuHalo,DSC,2
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Pembelian Pulsa,K22-Pembelian berhasil namun pulsa belum bertambah,K,kartu As,DSC,18
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Pembelian Pulsa,K22-Data pelanggan tidak ditemukan/sesuai,K,simPATI,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Pembelian Pulsa,K22-Pembelian berhasil namun pulsa yang diterima tidak sesuai,K,simPATI,DSC,2
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Transfer Pulsa/Kuota,K25-Tidak ada notif transfer pulsa/kuota di inbox (MyTsel) di nomor pemberi,K,simPATI,DSC,3
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Digital Life Style,K26-Voucher tidak dapat digunakan,K,KartuHalo,DSC,3
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,CAMPAIGN & LOYALTY,Redeem POIN,K64-Pelanggan tidak mendapatkan POIN,K,KartuHalo,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,CAMPAIGN & LOYALTY,Daily Check-In,K65-Ketidaksesuaian rewards yg diterima,K,simPATI,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,REGISTRASI & REAKTIVASI,Prepaid Registration,K13-Gagal/Error saat registrasi prepaid,K,simPATI,DSC,6
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,REGISTRASI & REAKTIVASI,Perdana PraBayar,K12-Simcard belum bisa digunakan,K,simPATI,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,REGISTRASI & REAKTIVASI,Perdana PraBayar,K12-Belum terima kartu,K,kartu As,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,Outlet â€“ Penjualan Produk,Pembelian pulsa, Data, Telpon & SMS, Digital, NSP, Roaming,K92-Transaksi Berhasil Pulsa Belum Bertambah,K,kartu As,DSC,2
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,Digital Service,NSP 1212,P32-Permintaan Aktivasi Layanan,P,simPATI,DSC,1
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,MUTASI,P2P/SPTP,P58-Permintaan Migrasi Pre to Post,P,kartu As,DSC,4
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Paket,P54-Permintaan modify Fitur Basic Service,P,KartuHalo,DSC,4
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,P21-Permintaan aktivasi produk,P,kartu As,DSC,26
2023-05-15,1001127,CC Semarang,callcenter,3,Jawa - Balinusra,7,Jateng,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,P14-Permintaan Reaktivasi,P,kartu As,DSC,1
2023-05-15,13,GraPARI Purwokerto,grapari,3,Jawa - Balinusra,7,Jateng,REGISTRASI & REAKTIVASI,Prepaid Registration,I13-Informasi cara registrasi Prabayar,I,kartu As,DSC,1
2023-05-15,13,GraPARI Purwokerto,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,P2P/SPTP,P58-Permintaan Migrasi Seamless P2P,P,simPATI,DSC,1
2023-05-15,14,GraPARI Mall Ciputra Semarang,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,CLS,P55-Permintaan perubahan modify CLS (downgrade),P,KartuHalo,DSC,2
2023-05-15,14,GraPARI Mall Ciputra Semarang,grapari,3,Jawa - Balinusra,7,Jateng,CAMPAIGN & LOYALTY,Campaign Bundling,P63-Permintaan aktivasi layanan,P,KartuHalo,DSC,1
2023-05-15,56,GraPARI Yogyakarta,grapari,3,Jawa - Balinusra,7,Jateng,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status aktivasi nomor,C,KartuHalo,DSC,2
2023-05-15,56,GraPARI Yogyakarta,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Kartu,I51-Informasi syarat dan ketentuan,I,KartuHalo,DSC,4
2023-05-15,56,GraPARI Yogyakarta,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Profile Pelanggan,I51-Informasi Registrasi IMEI,I,kartu As,DSC,1
2023-05-15,56,GraPARI Yogyakarta,grapari,3,Jawa - Balinusra,7,Jateng,REGISTRASI & REAKTIVASI,PSB,I11-Informasi persyaratan berlangganan Telkomsel Halo,I,KartuHalo,DSC,1
2023-05-15,56,GraPARI Yogyakarta,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Post to Pre,P59-Permintaan Migrasi Post to Pre,P,KartuHalo,DSC,1
2023-05-15,58,GraPARI Solo,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Kartu,I51-Informasi syarat dan ketentuan,I,KartuHalo,DSC,2
2023-05-15,58,GraPARI Solo,grapari,3,Jawa - Balinusra,7,Jateng,TAGIHAN & PEMBAYARAN,Pembayaran Tagihan,I44-Informasi channel pembayaran,I,KartuHalo,DSC,2
2023-05-15,58,GraPARI Solo,grapari,3,Jawa - Balinusra,7,Jateng,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,I14-Informasi cara reaktivasi,I,simPATI,DSC,4
2023-05-15,58,GraPARI Solo,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,P2P/SPTP,P58-Permintaan Migrasi Pre to Post,P,KartuHalo,DSC,4
2023-05-15,58,GraPARI Solo,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,CLS,P55-Permintaan perubahan modify CLS (upgrade),P,KartuHalo,DSC,4
2023-05-15,58,GraPARI Solo,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Change Ownership,P52-Permintaan perubahan customer type,P,KartuHalo,DSC,1
2023-05-15,58,GraPARI Solo,grapari,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,P21-Permintaan aktivasi produk,P,KartuHalo,DSC,1
2023-05-15,7,GraPARI Pahlawan Semarang,grapari,3,Jawa - Balinusra,7,Jateng,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status pembelian prod,C,simPATI,DSC,1
2023-05-15,7,GraPARI Pahlawan Semarang,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Kartu,I51-Informasi device 4G,I,KartuHalo,DSC,1
2023-05-15,7,GraPARI Pahlawan Semarang,grapari,3,Jawa - Balinusra,7,Jateng,REGISTRASI & REAKTIVASI,Prepaid Registration,I13-Informasi cara registrasi Prabayar,I,simPATI,DSC,4
2023-05-15,7,GraPARI Pahlawan Semarang,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Rusak Akibat Penggunaan, Terdapat Fitur Banking,P,KartuHalo,DSC,2
2023-05-15,7,GraPARI Pahlawan Semarang,grapari,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,P21-Permintaan aktivasi produk,P,simPATI,DSC,2
2023-05-15,7,GraPARI Pahlawan Semarang,grapari,3,Jawa - Balinusra,7,Jateng,TERMINASI,Unregistrasi Prabayar,P72-Permintaan unregistrasi Prabayar,P,simPATI,DSC,1
2023-05-15,991,GraPARI Kudus,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Kartu,I51-Informasi syarat dan ketentuan,I,kartu As,DSC,2
2023-05-15,991,GraPARI Kudus,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Kartu,I51-Informasi coverage,I,KartuHalo,DSC,1
2023-05-15,991,GraPARI Kudus,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Price Plan,I53-Informasi syarat dan ketentuan perubahan Price Plan,I,KartuHalo,DSC,1
2023-05-15,991,GraPARI Kudus,grapari,3,Jawa - Balinusra,7,Jateng,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi channel aktifasi/pembelian,I,simPATI,DSC,1
2023-05-15,991,GraPARI Kudus,grapari,3,Jawa - Balinusra,7,Jateng,TERMINASI,Unregistrasi Prabayar,I72-Informasi cara unregistrasi Prabayar,I,KartuHalo,DSC,1
2023-05-15,991,GraPARI Kudus,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Hilang,P,KartuHalo,DSC,1
2023-05-15,991,GraPARI Kudus,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Paket,P54-Permintaan modify offer/VAS,P,KartuHalo,DSC,2
2023-05-15,991,GraPARI Kudus,grapari,3,Jawa - Balinusra,7,Jateng,REGISTRASI & REAKTIVASI,PSB,P11-Permintaan Pasang Baru Telkomsel Halo,P,KartuHalo,DSC,1
2023-05-15,999,GraPARI Tegal,grapari,3,Jawa - Balinusra,7,Jateng,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Hilang,P,KartuHalo,DSC,1
2023-05-15,1000545,GraPARI Telkom Group Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,TAGIHAN & PEMBAYARAN,Masa Aktif Prepaid,I41-Informasi pulsa & masa aktif,I,simPATI,DSC,2
2023-05-15,1000545,GraPARI Telkom Group Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi sisa kuota & paket yg aktif,I,KartuHalo,DSC,1
2023-05-15,1000545,GraPARI Telkom Group Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi sisa kuota & paket yg aktif,I,simPATI,DSC,1
2023-05-15,1001099,GraPARI TLT Manyar Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status history campaign,C,KartuHalo,DSC,1
2023-05-15,1001099,GraPARI TLT Manyar Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,I14-Informasi cara reaktivasi,I,skunk,DSC,1
2023-05-15,1001099,GraPARI TLT Manyar Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Prepaid Registration,I13-Informasi cara registrasi Prabayar,I,kartu As,DSC,1
2023-05-15,1001099,GraPARI TLT Manyar Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,K14-Simcard belum bisa digunakan,K,kartu As,DSC,1
2023-05-15,1001099,GraPARI TLT Manyar Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Kartu,P51-Ganti Kartu Untuk Upgrade Kartu,P,simPATI,DSC,1
2023-05-15,1001099,GraPARI TLT Manyar Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Paket,P54-Permintaan modify Fitur Basic Service,P,KartuHalo,DSC,1
2023-05-15,1001099,GraPARI TLT Manyar Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,PSB,P32-Permintaan ganti paket Halo+ setelah migrasi Halo+,P,KartuHalo,DSC,1
2023-05-15,1001111,GraPARI Kraksaan,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,I14-Informasi cara reaktivasi,I,kartu As,DSC,5
2023-05-15,1001112,GraPARI Batu,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi syarat & ketentuan pembelian produk,I,kartu As,DSC,2
2023-05-15,1001112,GraPARI Batu,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi channel aktifasi/pembelian,I,kartu As,DSC,2
2023-05-15,1211,GraPARI Blitar,gerai,3,Jawa - Balinusra,8,Jatim,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status aktivasi nomor,C,kartu As,DSC,2
2023-05-15,1211,GraPARI Blitar,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi sisa kuota & paket yg aktif,I,kartu As,DSC,1
2023-05-15,1211,GraPARI Blitar,gerai,3,Jawa - Balinusra,8,Jatim,CAMPAIGN & LOYALTY,Campaign Bundling,P63-Permintaan aktivasi layanan,P,KartuHalo,DSC,1
2023-05-15,1212,GraPARI Bojonegoro,gerai,3,Jawa - Balinusra,8,Jatim,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status history mutasi,C,kartu As,DSC,2
2023-05-15,1212,GraPARI Bojonegoro,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Rusak Akibat Penggunaan,P,simPATI,DSC,1
2023-05-15,1213,GraPARI Jombang,gerai,3,Jawa - Balinusra,8,Jatim,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status pembelian prod,C,KartuHalo,DSC,1
2023-05-15,1213,GraPARI Jombang,gerai,3,Jawa - Balinusra,8,Jatim,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status history mutasi,C,KartuHalo,DSC,6
2023-05-15,1213,GraPARI Jombang,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Hilang,P,simPATI,DSC,1
2023-05-15,1215,GraPARI Kepanjen,gerai,3,Jawa - Balinusra,8,Jatim,BACKEND QUERY & SYSTEM,Validasi Pelanggan,C81-Pengecekan status aktivasi nomor,C,KartuHalo,DSC,1
2023-05-15,1215,GraPARI Kepanjen,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Pembelian Pulsa,I22-Informasi metode pembayaran yg dapat digunakan untuk membeli produk,I,simPATI,DSC,1
2023-05-15,1215,GraPARI Kepanjen,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,P14-Permintaan Reaktivasi,P,skunk,DSC,1
2023-05-15,1215,GraPARI Kepanjen,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,PSB,P32-Permintaan Pre2Post Halo+,P,KartuHalo,DSC,1
2023-05-15,1216,GraPARI Lumajang,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi syarat & ketentuan pembelian produk,I,simPATI,DSC,4
2023-05-15,1216,GraPARI Lumajang,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi channel aktifasi/pembelian,I,simPATI,DSC,1
2023-05-15,1216,GraPARI Lumajang,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Kartu,P51-Ganti Kartu Untuk Upgrade Kartu,P,kartu As,DSC,1
2023-05-15,1217,GraPARI Mojokerto,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi syarat & ketentuan pembelian produk,I,kartu As,DSC,2
2023-05-15,1217,GraPARI Mojokerto,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi sisa kuota & paket yg aktif,I,simPATI,DSC,1
2023-05-15,1217,GraPARI Mojokerto,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Digital Life Style,I26-Informasi channel produk,I,kartu As,DSC,1
2023-05-15,1217,GraPARI Mojokerto,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Prepaid Registration,I13-Informasi cara registrasi Prabayar,I,simPATI,DSC,1
2023-05-15,1217,GraPARI Mojokerto,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,P2P/SPTP,P58-Permintaan Migrasi Pre to Post,P,KartuHalo,DSC,2
2023-05-15,1217,GraPARI Mojokerto,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,P21-Permintaan aktivasi produk,P,simPATI,DSC,4
2023-05-15,1220,GraPARI Pasuruan,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi channel aktifasi/pembelian,I,kartu As,DSC,1
2023-05-15,1220,GraPARI Pasuruan,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,I14-Informasi cara reaktivasi,I,simPATI,DSC,5
2023-05-15,1220,GraPARI Pasuruan,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Reaktivasi Prabayar,I14-Informasi cara reaktivasi,I,kartu As,DSC,1
2023-05-15,1220,GraPARI Pasuruan,gerai,3,Jawa - Balinusra,8,Jatim,REGISTRASI & REAKTIVASI,Prepaid Registration,I13-Informasi cara registrasi Prabayar,I,kartu As,DSC,2
2023-05-15,1220,GraPARI Pasuruan,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Kartu,P51-Ganti Kartu Karena Hilang,P,simPATI,DSC,1
2023-05-15,1220,GraPARI Pasuruan,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,CLS,P55-Permintaan perubahan modify CLS (downgrade),P,KartuHalo,DSC,1
2023-05-15,1220,GraPARI Pasuruan,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Post to Pre,P59-Permintaan Migrasi Post to Pre,P,KartuHalo,DSC,1
2023-05-15,1220,GraPARI Pasuruan,gerai,3,Jawa - Balinusra,8,Jatim,TAGIHAN & PEMBAYARAN,Pembayaran Tagihan,P44-Permintaan pembayaran tagihan,P,KartuHalo,Paradise,3
2023-05-15,1220,GraPARI Pasuruan,gerai,3,Jawa - Balinusra,8,Jatim,TERMINASI,Berhenti berlangganan Telkomsel Halo,P71-Permintaan berhenti berlangganan,P,KartuHalo,DSC,1
2023-05-15,1221,GraPARI Perak Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi sisa kuota & paket yg aktif,I,kartu As,DSC,2
2023-05-15,1221,GraPARI Perak Surabaya,gerai,3,Jawa - Balinusra,8,Jatim,TERMINASI,Berhenti berlangganan Telkomsel Halo,P71-Permintaan berhenti berlangganan,P,KartuHalo,DSC,1
2023-05-15,1222,GraPARI Ponorogo,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,CLS,P55-Permintaan perubahan modify CLS (upgrade),P,KartuHalo,DSC,2
2023-05-15,1222,GraPARI Ponorogo,gerai,3,Jawa - Balinusra,8,Jatim,MUTASI,Ganti Price Plan,P53-Permintaan pergantian Price plan,P,KartuHalo,DSC,1
2023-05-15,1225,GraPARI Situbondo,gerai,3,Jawa - Balinusra,8,Jatim,(DE)AKTIVASI PRODUK,Aktivasi Paket,I21-Informasi sisa kuota & paket yg aktif,I,skunk,DSC,3
